mse_loss,oe_loss,router_load_balance_loss,loss
0.9782788412911552,1.0074897039504278,2.0135245550246466,3.999294099353609
0.9050686245872861,0.9060078575497582,2.0037320454915366,3.8148080734979537
0.8552774701799665,0.8514401572091239,2.0039462134951638,3.710664295014881
0.8251532600039527,0.8142540341331845,2.003494444347563,3.642901829310826
0.7989009675525484,0.7785283951532274,2.0031224205380393,3.5805526006789434
0.7739998045421782,0.7521652040027437,2.0026893615722656,3.5288543701171875
0.7571258544921875,0.7253414789835612,2.0030980791364397,3.485564458937872
0.7395475478399367,0.7072308858235677,2.0035278683617,3.450306846981957
0.72651549748012,0.6876932779947916,2.0027335030691966,3.4169424147832963
0.7151679084414527,0.6766605377197266,2.0030715579078313,3.3948992774600075
0.7051426569620768,0.6559581756591797,2.003200894310361,3.3643014090401784
0.6956050963628859,0.6422644569760277,2.0026455833798362,3.34051513671875
0.6886565798804873,0.6363678886776879,2.0027157011486234,3.327738807314918
0.6812144234066918,0.6252805164882115,2.0025171552385603,3.309011913481213
0.6739038739885602,0.6182636533464704,2.0029224214099703,3.2950897216796875
0.6703155154273623,0.6065677007039388,2.003100258963449,3.2799835205078125
0.6620033809116909,0.6021772112165179,2.003251756940569,3.2674328031994047
0.6587878635951451,0.5902134123302641,2.0023011707124256,3.2513024466378346
0.6556244804745629,0.587122054327102,2.0030239650181363,3.245770045689174
0.6513514745803106,0.580087389264788,2.0027071634928384,3.234145754859561
0.649259748912993,0.578556151617141,2.002456301734561,3.230271475655692
0.6443777538481212,0.5706839788527716,2.0022899082728793,3.217351640973772
0.6420413425990513,0.5680532455444336,2.003198714483352,3.213292439778646
0.6375245593843006,0.5617885589599609,2.002427419026693,3.2017408098493303
0.6345665341331845,0.5588795798165458,2.0018759227934337,3.1953212193080356
0.6334061849684942,0.5557828630719867,2.002442132859003,3.191631862095424
0.628867921375093,0.5487621852329799,2.0024900890531994,3.1801194690522694
0.6273062115623838,0.5464238666352772,2.0023776463099887,3.176107860746838
0.6261834190005348,0.5434211095174154,2.002251216343471,3.1718557448614213
0.6229738507952008,0.5401585896809896,2.0024612063453313,3.1655941917782737
0.6207833971296038,0.5331409091041202,2.0020370483398438,3.15596189953032
0.6187949407668341,0.5318139394124349,2.0024446759905135,3.153053646995908
0.6178105672200521,0.5318991797310966,2.002615429106213,3.1523255847749256
0.6155972253708613,0.5275288082304455,2.0021166120256697,3.1452426002139138
0.6131467365083241,0.5233357293265206,2.002647036597842,3.1391300019763766
0.6096928914388021,0.5196112224033901,2.002423059372675,3.1317269461495534
0.6074760527837844,0.5165588742210752,2.0020541236514138,3.1260884602864585
0.6057218824114118,0.5125296910603842,2.001955123174758,3.1202069237118675
0.6052302860078358,0.5127824147542318,2.002483912876674,3.1204964773995534
0.6038281122843424,0.5098107655843099,2.0019760131835938,3.115614754813058
0.6029689425513858,0.5106424604143415,2.0019809177943637,3.1155922299339656
0.6009179978143602,0.5071973346528553,2.0022826421828497,3.110397702171689
0.6007681347074962,0.5031461261567616,2.0023685636974515,3.1062825520833335
0.5982126962570917,0.5058654149373373,2.0023465837751115,3.1064249674479165
0.5970430374145508,0.49808225177583243,2.002242678687686,3.09736814953032
0.5949319203694662,0.4969090053013393,2.0024637494768416,3.0943054925827753
0.5945104871477399,0.49724765050978886,2.002355303083147,3.094114031110491
0.5930281593686059,0.4949327650524321,2.0022911798386347,3.090252467564174
0.5914761679513114,0.4937186014084589,2.002168927873884,3.087363833472842
0.5921242123558408,0.4932578858875093,2.0021683829171315,3.087549845377604
0.5894632793608165,0.4911166145688012,2.0019053504580544,3.082486107235863
0.5872694651285807,0.48637499128069195,2.002099355061849,3.075743902297247
0.5863651548113141,0.4857970192318871,2.0022599356515065,3.074421837216332
0.5876334962390718,0.4902107602074033,2.002623966761998,3.0804675874255953
0.5879081090291342,0.48910922095889137,2.00285157703218,3.0798692249116444
0.5861627033778599,0.4861991973150344,2.0020677475702193,3.074429466610863
0.5830131258283343,0.483144896371024,2.002388182140532,3.0685457502092635
0.583863894144694,0.481869379679362,2.002173832484654,3.067908150809152
0.5811083203270322,0.47774828047979445,2.0025623866489957,3.0614195324125744
0.5798757189796084,0.47656077430361793,2.0024295988537015,3.058866954985119
0.5790889376685733,0.47597090403238934,2.0026312328520275,3.0576909383138022
0.5761120205833798,0.47290906451997305,2.0019898187546503,3.051011221749442
0.5764289583478656,0.4728140603928339,2.00197510492234,3.0512183053152904
0.5757271448771158,0.4703693844023205,2.0024306887672063,3.0485276721772694
0.5759953544253394,0.4709648858933222,2.0019058954148066,3.0488659086681547
0.5731356484549386,0.46727475665864493,2.001898447672526,3.0423091706775485
0.5726396015712193,0.4646740413847424,2.002344767252604,3.0396583193824407
0.5721640359787714,0.4667238962082636,2.0022388639904203,3.0411269778297063
0.5726653507777623,0.46621027446928476,2.0022330511183966,3.0411089942568825
0.5739969526018415,0.4686710720970517,2.0026610238211497,3.0453289576939175
0.5738199778965541,0.46899945395333426,2.00244140625,3.045260474795387
0.5746147973196847,0.47073841094970703,2.0027569362095425,3.0481102353050593
0.5714031401134673,0.46416250864664715,2.002193269275484,3.0377591451009116
0.5671854927426293,0.45929722558884395,2.002281007312593,3.0287633623395647
0.5704523722330729,0.46234852927071707,2.0022997174944197,3.0351004827590216
0.5684350785754976,0.46092383066813153,2.0021454947335378,3.0315043131510415
0.5687669118245443,0.4623052052089146,2.002690088181269,3.0337620689755393
0.5687745412190756,0.46258940015520367,2.002710614885603,3.0340743291945684
0.5683346248808361,0.4621724628266834,2.00262941632952,3.033136458623977
0.5666132881527856,0.4597566241309756,2.0020457676478793,3.0284156799316406
0.566366468157087,0.4564999625796363,2.0022225152878534,3.025089627220517
0.5651652472359794,0.4562822523571196,2.002393813360305,3.023841312953404
0.5633796056111654,0.45421704791841055,2.002345312209356,3.019941965738932
0.5640533083961123,0.4546347572689965,2.002811976841518,3.021499452136812
0.5635982240949359,0.45417286100841703,2.00245848156157,3.020229157947359
0.5634081250145322,0.45358448936825707,2.0024147033691406,3.019407181512742
0.5611333847045898,0.45148976643880206,2.0025467645554316,3.0151705060686385
0.5592482884724935,0.44780222574869794,2.001910073416574,3.0089619954427085
0.5586452030000233,0.44945517040434335,2.002224331810361,3.0103245689755393
0.5593796684628441,0.4486071268717448,2.0018724714006697,3.0098597208658853
0.5614383334205264,0.4496155239286877,2.0023202441987538,3.013374510265532
0.5601041884649367,0.45079154060000465,2.0018067132859003,3.012702396937779
0.561637696765718,0.4524535224551246,2.002323877243769,3.0164153689429876
0.5615925561814081,0.4548015594482422,2.0026886349632624,3.0190831138974143
0.5617468697684151,0.4543873469034831,2.002498990013486,3.0186331612723216
0.560995238167899,0.45296927860804964,2.0028028942289806,3.0167668660481772
0.5573195048740932,0.44825662885393414,2.002011980329241,3.0075879778180803
0.5565624691191173,0.44572112673804876,2.002748580206008,3.00503176734561
0.5579422542027065,0.44743683224632624,2.0026644752139138,3.008043016706194
0.5558453968593052,0.4435711815243676,2.002349126906622,3.0017662048339844
0.5565724599929083,0.4468254361833845,2.002608163016183,3.006006876627604
0.556705429440453,0.4450751713344029,2.0030067080543157,3.004787263416109
0.5583148229689825,0.4483415058680943,2.002357846214658,3.009014674595424
0.5560881296793619,0.44429097856794086,2.002514430454799,3.002893720354353
0.5554561614990234,0.4440386181785947,2.002408890497117,3.001904078892299
0.5546954018729073,0.44310892195928664,2.0025607517787387,3.0003651210239957
0.5545075734456381,0.4430671873546782,2.0021949041457403,2.999770028250558
0.5557592482793898,0.4442934762863886,2.0024526686895463,3.002505892799014
0.5545260565621513,0.4426403499784924,2.0026662917364213,2.9998330615815663
0.5550026666550409,0.4447285334269206,2.0028470357259116,3.0025778270903087
0.5537533987136114,0.44186233338855563,2.0022664751325334,2.9978832063220797
0.5502373377482096,0.4364924203781855,2.0027066185360862,2.989436376662481
0.5516941887991769,0.43783646538144066,2.0022054399762834,2.9917357308523997
0.5498250325520834,0.4355375199090867,2.002011253720238,2.987374805268787
0.548713139125279,0.4350254876273019,2.002407437279111,2.9861466544015065
0.5475555601574126,0.43271082923525855,2.0020484924316406,2.982314700172061
0.5483165014357794,0.4330080577305385,2.002149854387556,2.9834740048363093
0.5484452474684942,0.4331151871454148,2.0023400442940846,2.983900887625558
0.5477058773949033,0.4323322205316453,2.0024642944335938,2.9825025285993303
0.547644297281901,0.4323059717814128,2.002648126511347,2.9825989859444753
0.5463202340262276,0.4319649196806408,2.002231961204892,2.9805174328031994
0.5469106038411459,0.4311316353934152,2.002862112862723,2.980904533749535
0.5458835874285016,0.43083731333414715,2.0020648411342075,2.978785741896856
0.5461225963774181,0.430603890191941,2.002424512590681,2.9791506812686013
0.5466844467889695,0.43165901729038786,2.0023600260416665,2.980702899751209
0.5455558413550967,0.4302854992094494,2.0021607535226003,2.978001730782645
0.5462165105910528,0.43108790261404856,2.0023507617768788,2.979655311221168
0.5501414707728794,0.43517203558058964,2.002715519496373,2.9880289350237166
0.5520107178460985,0.4393843242100307,2.0028323218936013,2.9942274547758556
0.550649052574521,0.4390202930995396,2.0025625683012462,2.992232004801432
0.5506703967139834,0.4359919684273856,2.002953120640346,2.9896156674339656
0.5463150115240187,0.4321600596110026,2.0032848176502047,2.9817597525460378
0.5458999361310687,0.4312439418974377,2.002474830264137,2.9796180725097656
0.5477552868071056,0.43431758880615234,2.002595992315383,2.984668731689453
0.5464238212222144,0.4313523428780692,2.0032154264904203,2.980991000220889
0.5431374141148159,0.4278918675013951,2.0028357732863653,2.9738646007719494
0.542665163675944,0.4266513188680013,2.0023910885765437,2.971706753685361
0.543453125726609,0.4278241112118676,2.0023898170107888,2.973666781470889
0.5450093859717959,0.42847964877174016,2.002293722970145,2.9757823035830544
0.5421373730614072,0.42638724190848215,2.002659025646391,2.9711846851167225
0.5438496725899833,0.4279651187715076,2.002153124128069,2.9739675975981212
0.5426792417253766,0.4253327051798503,2.0028508504231772,2.9708624340239025
0.5420228867303758,0.42510545821416945,2.002653031122117,2.969781966436477
0.5416200274512881,0.4252981912522089,2.002376374744234,2.9692945934477306
0.5430520375569662,0.4283964066278367,2.002345493861607,2.97379393804641
0.5426731563749767,0.42766848064604257,2.0022657485235307,2.9726070222400485
0.5411516825358073,0.42535872686476933,2.002909160795666,2.969419388543992
0.5418257486252558,0.4240258988879976,2.0026001703171503,2.968451182047526
0.5394805726550874,0.422200566246396,2.002242860339937,2.963923681349981
0.5399902888706752,0.42267749423072454,2.0027137029738653,2.9653812590099515
0.538644518171038,0.4209507079351516,2.0025162469773066,2.9621118818010603
0.5392931983584449,0.4223111016409738,2.0028108869280135,2.964415050688244
0.5402942839122954,0.42337213243756977,2.002627418154762,2.966294606526693
0.5387108212425595,0.4210717337472098,2.002225785028367,2.9620087033226374
0.5384546461559477,0.4202123823620024,2.0028702872140065,2.9615376790364585
0.5401023683093843,0.42244170960925875,2.002653576078869,2.9651976085844494
0.5407726197015672,0.4239481971377418,2.0025502159481956,2.967271713983445
0.5387818926856631,0.4213950293404715,2.0024170648484003,2.9625938052222844
0.5395260311308361,0.4237333479381743,2.0027002607073103,2.9659601847330728
0.5400203523181734,0.42336373102097286,2.0026762826102122,2.966060820079985
0.5473493394397554,0.43468429928734187,2.0030125209263394,2.9850467500232516
0.5452864056541806,0.43418352944510324,2.0025756472633,2.982045128231957
0.5433690661475772,0.43057128361293245,2.0024330502464656,2.9763734000069753
0.5401135853358677,0.42429156530471074,2.002631414504278,2.967037019275484
0.5386601856776646,0.42164080483572824,2.0029371352422807,2.963238489060175
