mse_loss,oe_loss,loss
0.9725541614350819,1.0019982655843098,1.974551791236514
0.9170451391310919,0.9187522161574591,1.8357972644624256
0.8699110121954055,0.8642892383393788,1.7342000688825334
0.826501937139602,0.8112038203648159,1.6377058483305431
0.7892447880336216,0.7662869408017113,1.555532001313709
0.7577545983450753,0.7328789574759347,1.490633828299386
0.7366793042137509,0.7017706916445777,1.4384498596191406
0.7153494698660714,0.6774928229195731,1.392842065720331
0.6964973722185407,0.6561930974324545,1.3526908329554967
0.68205688113258,0.6362667083740234,1.3183236803327287
0.6683330081758045,0.6163579849969774,1.2846910385858445
0.6562037695021856,0.6022644497099376,1.258468264625186
0.6472408657982236,0.589732805887858,1.2369738079252697
0.637244042896089,0.57707641238258,1.2143204098656064
0.627763066973005,0.5669205983479818,1.1946835290817988
0.621843383425758,0.5585506530035109,1.1803939456031436
0.6133938289823986,0.5489814849126906,1.1623751322428386
0.6078693299066453,0.5365171432495117,1.144386473156157
0.6038716179983956,0.5312641234624953,1.1351356506347656
0.5977558862595331,0.5248711449759347,1.1226269858224052
0.5938659395490374,0.5173377990722656,1.111203874860491
0.5893387567429316,0.5119296028500512,1.101268586658296
0.5855878194173177,0.5086615426199776,1.094249543689546
0.582083020891462,0.5021348680768695,1.084217798142206
0.577635129292806,0.49504398164295016,1.0726790655226934
0.5756910869053432,0.4925102960495722,1.0682012467157274
0.5703521456037249,0.48732139950706843,1.0576735905238561
0.5693327131725493,0.48484048389253165,1.0541731516520183
0.5668126514979771,0.47803624471028644,1.044848850795201
0.5645398185366676,0.47983737218947636,1.0443771907261439
0.561333247593471,0.46855790274483816,1.0298911503383092
0.560157230922154,0.46822906675792875,1.0283866155715216
0.5578509285336449,0.46760963258289157,1.0254603794642858
0.5546020326160249,0.46005694071451825,1.0146590641566686
0.553564571198963,0.4590875534784226,1.012652079264323
0.5524463653564453,0.45966666085379465,1.01211302621024
0.5491752170381092,0.45761517116001676,1.0067907060895647
0.547552880786714,0.45158072880336214,0.999133791242327
0.5458057040259952,0.4509729657854353,0.9967785789853051
0.5460429872785296,0.45078727177211214,0.9968305315290179
0.5421801975795201,0.44708397274925593,0.9892642611549014
0.541579836890811,0.44006910778227304,0.9816489446730841
0.5402015050252279,0.43685894920712426,0.9770604996454149
0.5385492869785854,0.44471668061755953,0.9832660130092076
0.5378215880621047,0.4354699452718099,0.973291487920852
0.5345006670270648,0.43267849513462614,0.9671792529878163
0.5342308226085845,0.4310286385672433,0.9652596428280785
0.5326550801595052,0.4302233741396949,0.9628782726469494
0.5312455495198568,0.4272272473289853,0.9584732055664062
0.5316325142270043,0.42977364857991535,0.9614060719807943
0.5295797983805338,0.427029291788737,0.956609362647647
0.528054328191848,0.42234634217761813,0.9504009428478423
0.5269558316185361,0.42159180414109004,0.9485479990641276
0.5261795407249814,0.4200361796787807,0.9462154933384487
0.5264490672520229,0.419072877793085,0.9455218542189825
0.5238832746233258,0.41728387560163227,0.9411671048118955
0.5225364140101841,0.41384092966715497,0.9363772982642764
0.5229378200712658,0.41726253146216985,0.9402007148379371
0.5216372353690011,0.41323384784516837,0.9348709469749814
0.520875022524879,0.41235928308396114,0.9332342601957775
0.5199575424194336,0.41500613802955266,0.9349636804489863
0.5174088705153692,0.4097831816900344,0.9271923246837798
0.5171457926432291,0.4095820018223354,0.9267279307047526
0.5169276282900855,0.40371536073230563,0.9206431252615792
0.5169430233183361,0.4047712598528181,0.9217144194103423
0.513214111328125,0.4006320408412388,0.9138462429954892
0.5146600178309849,0.3998279117402576,0.9144879295712426
0.5128190176827567,0.40326009477887836,0.9160792032877604
0.5122012183779762,0.39669690813337055,0.908897944859096
0.5118767874581474,0.39884708041236516,0.9107240041097006
0.5125580288115001,0.4002756845383417,0.9128337133498419
0.510960306440081,0.39850489298502606,0.9094651540120443
0.510323479062035,0.3984651565551758,0.9087884085518974
0.5079081399100167,0.393971806480771,0.9018799009777251
0.5091317948840913,0.3965295609973726,0.9056615375337147
0.5097653979346866,0.39844313121977304,0.908208483741397
0.5085916519165039,0.399024282182966,0.9076158432733445
0.5065508797055199,0.39319646926153273,0.8997470310756138
0.5055886677333287,0.3895079294840495,0.8950965518043155
0.5047356287638346,0.3877414067586263,0.8924769446963355
0.5052889869326637,0.38521062760126024,0.8904996599469867
0.5051373527163551,0.3892706462315151,0.8944080897739956
0.5053964796520415,0.3912532443091983,0.8966497693743024
0.5051064264206659,0.3907590593610491,0.895865485781715
0.5046512512933641,0.3884998503185454,0.8931509653727213
0.5028815950666156,0.3856457301548549,0.8885273706345331
0.5011283329554966,0.3832160404750279,0.8843441917782738
0.5025174731299991,0.38471258254278273,0.8872301919119698
0.5017726989019484,0.38764063517252606,0.8894134703136626
0.5014088494437081,0.3835871106102353,0.8849957784016927
0.5028816858927408,0.38046934491112117,0.8833510989234561
0.49938383556547616,0.37924217042468844,0.8786260514032274
0.49910872323172434,0.3800668489365351,0.879175549461728
0.49805550348191036,0.3774098441714332,0.8754656655447823
0.49740032922653926,0.375198795681908,0.8725991930280413
0.49760368892124723,0.378481319972447,0.8760850088936942
0.49650650932675316,0.37717178889683317,0.873678479875837
0.4960470653715588,0.3755719094049363,0.8716188158307757
0.49724492572602774,0.37550176892961773,0.8727466946556455
0.496325311206636,0.37484337034679593,0.8711688632056827
0.4951749529157366,0.3753916195460728,0.8705665951683408
0.4967406590779622,0.3753569693792434,0.8720977419898623
0.4968388421194894,0.3776195389883859,0.874458494640532
0.4941720962524414,0.3722890672229585,0.8664611634753999
0.49408394949776785,0.3717171124049595,0.8658010391961961
0.49180916377476286,0.3701103301275344,0.8619197663806734
0.4934546152750651,0.37456519263131277,0.8680196489606585
0.49504856836228145,0.3730319341023763,0.8680805932907831
0.4920044399443127,0.3713197708129883,0.8633240291050502
0.4907526288713728,0.36756277084350586,0.8583156040736607
0.4906069891793387,0.3690456889924549,0.8596527462913877
0.4900321506318592,0.3666344143095471,0.8566668374197823
0.4918398630051386,0.36943449292864117,0.8612743559337798
0.490554446265811,0.36910554340907503,0.859659921555292
0.4910065787179129,0.3697024299984887,0.8607091449555897
0.48923501514253165,0.3664422035217285,0.855677014305478
0.4892789749872117,0.36398460751488093,0.853263673328218
0.4894834245954241,0.3653472264607747,0.8548306964692616
0.48932879311697824,0.36689503987630206,0.8562237875802177
0.4882266180855887,0.36341104053315665,0.8516377948579335
0.4884649458385649,0.3682121776399158,0.8566770099458241
0.48766290573846727,0.3632016181945801,0.8508644104003906
0.4855528331938244,0.3618815739949544,0.8474343617757162
0.48641204833984375,0.36073473521641325,0.8471468062627883
0.4877380189441499,0.3638448034014021,0.851582754225958
0.48768856411888484,0.36361766996837797,0.8513061886742002
0.4874461491902669,0.36380029859996976,0.8512466975620815
0.48865840548560735,0.36490383602323984,0.8535623096284413
0.4849409375871931,0.3608289673214867,0.8457697005498976
0.48652113051641555,0.3621461732046945,0.8486673264276414
0.485463505699521,0.3605928648085821,0.8460565294538226
0.4847522463117327,0.36167476290748235,0.8464266459147135
0.4850741341000512,0.3588335173470633,0.8439075833275205
0.4846908932640439,0.35934420994349886,0.8440353756859189
0.48355906350272043,0.35663886297316777,0.8401978810628256
0.4824453989664714,0.3543346949986049,0.836780275617327
0.4823576155162993,0.35467141015189035,0.837029048374721
