model_name,n_samples,n_benign,n_attack,threshold,roc_auc,auprc,score_mean_benign,score_mean_attack,score_std_benign,score_std_attack,accuracy,precision,recall,f1,fpr,tp,fp,tn,fn
NormalityAE @ p97.5 [indirect_injection],28863,28023,840,1.4058219194412231,0.892118825012787,0.4340666107024775,1.0063143968582153,1.8631620407104492,0.2216651886701584,0.5026633143424988,0.9679174029033711,0.46692307692307694,0.7226190476190476,0.5672897196261683,0.02472968632908682,607,693,27330,233
NormalityAE @ p97.5 [jailbreak],28855,28023,832,1.4058219194412231,0.8876592870828632,0.6477046765656947,1.0063143968582153,2.1584057807922363,0.2216651886701584,2.700536012649536,0.96849766071738,0.47058823529411764,0.7403846153846154,0.5754320411022886,0.02472968632908682,616,693,27330,216
NormalityAE @ p99.0,43282,28023,15259,2.154468536376953,0.7379583322198587,0.7530469166083305,1.0063143968582153,1.6877483129501343,0.2216651886701584,0.8903824090957642,0.8178457557414167,0.9630792414919,0.502588636214693,0.6604943587976918,0.010491382079006531,7669,294,27729,7590
NormalityAE @ p99.0 [direct_injection],41610,28023,13587,2.154468536376953,0.7192606058349262,0.7229821908217747,1.0063143968582153,1.6480827331542969,0.2216651886701584,0.641169011592865,0.8271329007450132,0.9578917215697508,0.4922352248472805,0.6502989936311926,0.010491382079006531,6688,294,27729,6899
NormalityAE @ p99.0 [indirect_injection],28863,28023,840,2.154468536376953,0.892118825012787,0.4340666107024775,1.0063143968582153,1.8631620407104492,0.2216651886701584,0.5026633143424988,0.9765790111907979,0.6090425531914894,0.5452380952380952,0.5753768844221105,0.010491382079006531,458,294,27729,382
NormalityAE @ p99.0 [jailbreak],28855,28023,832,2.154468536376953,0.8876592870828632,0.6477046765656947,1.0063143968582153,2.1584057807922363,0.2216651886701584,2.700536012649536,0.9791024085946977,0.6401468788249693,0.6286057692307693,0.6343238326258338,0.010491382079006531,523,294,27729,309
NormalityAE @ youden_j,43282,28023,15259,1.5936448574066162,0.7379583322198587,0.7530469166083305,1.0063143968582153,1.6877483129501343,0.2216651886701584,0.8903824090957642,0.8463102444434176,0.9514318682471415,0.5944033029687398,0.7316876411745724,0.016522142525782393,9070,463,27560,6189
NormalityAE @ youden_j [direct_injection],41610,28023,13587,1.5936448574066162,0.7192606058349262,0.7229821908217747,1.0063143968582153,1.6480827331542969,0.2216651886701584,0.641169011592865,0.8513338139870223,0.944397742284136,0.5787885478766468,0.717714702929634,0.016522142525782393,7864,463,27560,5723
NormalityAE @ youden_j [indirect_injection],28863,28023,840,1.5936448574066162,0.892118825012787,0.4340666107024775,1.0063143968582153,1.8631620407104492,0.2216651886701584,0.5026633143424988,0.9758167896615043,0.5664794007490637,0.7202380952380952,0.6341719077568134,0.016522142525782393,605,463,27560,235
NormalityAE @ youden_j [jailbreak],28855,28023,832,1.5936448574066162,0.8876592870828632,0.6477046765656947,1.0063143968582153,2.1584057807922363,0.2216651886701584,2.700536012649536,0.9759487090625542,0.5648496240601504,0.7223557692307693,0.6339662447257384,0.016522142525782393,601,463,27560,231
