train_loss,train_benign_loss,train_attack_loss,train_diversity_loss,train_router_loss,validation_loss,validation_benign_loss,validation_attack_loss,validation_diversity_loss,validation_router_loss,validation_auprc
2.7669170832229875,0.8819889133259401,0.02013908200344797,-0.13876378334174722,2.0035533581749867,2.714954854185136,0.7890989335152556,0.02365554196332927,-0.14083115597988696,2.0430335367261376,0.9192450564640579
2.6215603068723516,0.7359401250289659,0.02304017745842368,-0.14084950139967062,2.0034301240565413,2.6130223916777484,0.6916431039219488,0.025554571309551844,-0.14145011992037437,2.0372750212396573,0.9545674595218733
2.5581587451999472,0.6718671766378111,0.024622397907709672,-0.1415344658544508,2.0032055095090704,2.5670884585549647,0.6468049177886747,0.030545624717189346,-0.14189268793056478,2.0316306400524526,0.9573618362176309
2.5268712447861494,0.6398541725288003,0.025774925442065222,-0.14186007289563196,2.0031002497268937,2.527152708518026,0.6335263804622857,0.023919064947899353,-0.14197331962855994,2.0116802242630762,0.9712164195822467
2.5025637351860435,0.6187883797338454,0.022783424894688493,-0.14201135150456834,2.00300430039228,2.5225333716570626,0.6115546621047577,0.025957675690346575,-0.1419559686178293,2.026976961897902,0.9691956507042551
2.487216238248146,0.6031569788011454,0.02317995944265592,-0.14207098039530092,2.002951153254105,2.4998574403442673,0.6036342683976987,0.02694866054165166,-0.14193290007029866,2.0112085364952716,0.9691455434612253
2.476406808626854,0.5929151632018008,0.022577352442983853,-0.14218243097854874,2.0030961117501986,2.5041172036606087,0.6095465621767878,0.021419854310669235,-0.14213004687153702,2.0152811541906765,0.9666272387394068
2.4673459327827065,0.5847863666081833,0.021689875651214083,-0.14221593889139467,2.0030839564436573,2.4859267070220152,0.5857515808538343,0.026361632290743203,-0.1422235204818401,2.0160359411938535,0.9634210357618401
2.4558183055813028,0.5735910706600901,0.02140158717915163,-0.14228878991078522,2.003112275721663,2.4651236748300827,0.569421718588394,0.02665453656063576,-0.1421988557134678,2.01124576361185,0.9683285945901925
2.450008586301642,0.5675912630760064,0.021642889006663175,-0.1422865269547802,2.0030588699599443,2.4636464220412235,0.5720309715180815,0.024889720528965584,-0.14217429014526078,2.0089013210143323,0.9690251609006928
2.443744206832627,0.5616653571694584,0.02135933859873626,-0.14230726533016916,2.0030264127052435,2.466548117058215,0.5761231045914598,0.01911629570855035,-0.14222839030813664,2.013536674192893,0.972059996582147
2.436720508640095,0.5546154086872682,0.02108477131795075,-0.1423719697079416,2.003391071901483,2.459807411716903,0.5594410276300237,0.024839822845819714,-0.14229646867612294,2.0178232756630465,0.9735736522866129
2.4307548393637446,0.5486430151987884,0.020988514867879577,-0.14239763809462724,2.0035198664261125,2.451364359393469,0.5598160403276448,0.02164265562738369,-0.14223680428579344,2.0121436874353575,0.9770374642162776
2.431215706518141,0.5495201369463387,0.02078650563450183,-0.14239379106941868,2.0033037864555747,2.454935853926566,0.5563766804147274,0.026257866663290254,-0.142355456701689,2.0146562292220747,0.9700446035397907
2.425924786066605,0.5434240567482124,0.021582805504233152,-0.1424160650220968,2.0033331402277543,2.455799580747636,0.5550441516488438,0.02410281070862538,-0.14232338799370658,2.0189747190362737,0.9656867215473941
2.4221116405422403,0.5410558086330608,0.02015877174118818,-0.1424449338751324,2.0033427092988614,2.448139740783836,0.5483579883620531,0.025728182871572795,-0.142360533946513,2.016413839714465,0.9765525606495026
2.417835817498676,0.5367648884401484,0.020138453629057286,-0.14247453010688393,2.003408399678893,2.4628502234781324,0.5584041514295213,0.022088727207048565,-0.1424319851201195,2.0247899409445185,0.9781057926643558
2.413855859788798,0.5327237339343055,0.020093984523061978,-0.14247147511627714,2.0035092628608315,2.4292560694629137,0.540735303369256,0.02374298916359038,-0.14243114642781288,2.0072077757923315,0.9753625236285102
2.4103440106925316,0.5299505783339679,0.019251154640973624,-0.14249289237846763,2.0036359883971135,2.4283686788933214,0.5317168540142952,0.02671091156366587,-0.14248319044180796,2.012423900847739,0.9669124929695707
2.4081806247517212,0.5271969164832163,0.020074535224397304,-0.14250048944505594,2.003408399678893,2.426817549035904,0.5448307190662862,0.020319356985971437,-0.14243726978347093,2.004104938912899,0.9784220695404242
2.4063531907938294,0.5257717391191903,0.019548391891738116,-0.14251607151354773,2.0035477977688028,2.444923491060875,0.5608176373420878,0.020866752516293358,-0.14244848842034666,2.0056873799497636,0.9789515751177983
2.4031188447596663,0.5235821352166644,0.018492785550780214,-0.14251794653423763,2.003560987569518,2.440425070183215,0.5447976403202571,0.021754318940724042,-0.1421542336754765,2.0160288709275265,0.9752318891202714
2.4018347788665255,0.5213908179331634,0.019281987416542183,-0.142515037019374,2.0036768509169756,2.4247547627622636,0.5360880461708591,0.021466627188608155,-0.14239806768178376,2.0095978143931,0.964992703883883
2.396351442498676,0.5172922490006786,0.01818957167156672,-0.14254731647038865,2.003413960085077,2.4346366864287825,0.5305290131986,0.022106698218812334,-0.14259449302727448,2.0245951478926565,0.9752401840592617
2.4007224390062234,0.5205620264602919,0.019016892223034876,-0.14247797303280588,2.003622022725768,2.422266894762116,0.534612885603668,0.020917809037733867,-0.14157158601368572,2.0083077072251774,0.977737257068703
2.3928820076635327,0.5139980639441538,0.017869561405505163,-0.14252594770011257,2.0035400390625,2.4196633052600474,0.5232916937934028,0.022070325576385427,-0.14256665385361258,2.016869222582373,0.9788734440622353
2.390176805399232,0.5115304397324384,0.01739616717322398,-0.1425761691594528,2.0038264646368513,2.435876147403221,0.526298973859061,0.025822035246143387,-0.14253307008856014,2.026287538785461,0.9522714985316493
2.3900074069782837,0.511776132098699,0.017258696636911167,-0.14255609350689388,2.0035269785735568,2.4169291322676565,0.5230375970790854,0.021416224486438942,-0.14250304851126164,2.0149781427766698,0.9713635384274164
2.387236514333951,0.5091414370779264,0.017170756550158484,-0.14256638995671678,2.003490512653933,2.407195684194001,0.5222369615631465,0.018585707842599133,-0.14252357392728188,2.0088968479886966,0.9791595359551728
2.384207774016817,0.5054732500496557,0.01772364519410214,-0.14258719298799158,2.003597065553827,2.4213797927748226,0.5149645794086141,0.0269871028602546,-0.14254877076926806,2.0219792936428784,0.9689386749267138
2.383051726777675,0.5051579879502118,0.016968224008204573,-0.1425713846238993,2.0035003403485834,2.417604992012042,0.5263795604660719,0.02178284575189541,-0.14252478236565916,2.0119682293975325,0.9730297456547201
2.382374650340969,0.5038635771153337,0.017470349699763927,-0.14258653026516155,2.003624738272974,2.4095040540041373,0.5213682206246306,0.023426143835622366,-0.14256374999422836,2.007273283974217,0.9703993944217588
2.384388034626589,0.5056619482525324,0.01776763948343568,-0.14256495136325642,2.0035225819733182,2.409824813229536,0.512932743586547,0.026695499465257,-0.14254822967745734,2.012743938617391,0.968806596378521
2.380601268703655,0.502116187144134,0.01697835073632709,-0.14257736529334117,2.004084441621425,2.40720520740987,0.5149221217378657,0.022531615363226995,-0.14255325281310025,2.0123048606493796,0.9804985107409833
2.377498303429555,0.5001920926368842,0.016285321470034326,-0.14257668640653967,2.003597453489142,2.408140358349956,0.5152545685463763,0.023171091192439375,-0.14252077828625978,2.0122348794418587,0.9730157356212052
2.378052275059587,0.501670255499371,0.015291895906803972,-0.1425702369819253,2.0036605576337396,2.3911353577958776,0.5113934816761784,0.02115008847933289,-0.14260623471956727,2.001198049414524,0.9809399614215295
2.37766821909759,0.5005999419648769,0.016110774824174785,-0.14257751076908434,2.0035322803561972,2.40133356766216,0.5085811750263187,0.026057998621153777,-0.14249717766511524,2.0091910576425827,0.97524417086762
2.375350693524894,0.4986359547760527,0.01571839138612909,-0.14256794169797735,2.003563573804952,2.47042233442302,0.5795767132553931,0.01851582019887072,-0.14250446436816638,2.0148354388297873,0.9674028725656542
2.3732038594908635,0.4972210253699351,0.014960684008517508,-0.14257586204399497,2.003599651789261,2.401069370567376,0.5076285648571403,0.02600183329120032,-0.14256487726883404,2.010005436890514,0.975389076363602
2.3740055924755032,0.4972722974874206,0.015659915188611564,-0.14258114766266386,2.0036546092922403,2.4146770360058363,0.5238922696305223,0.01982593310922032,-0.14248669852038084,2.013444472148345,0.9700032138954171
2.3715075476694913,0.4943032022249901,0.016236963918653584,-0.14259058742199915,2.0035558150986494,2.4055839520537825,0.516398328415891,0.020737145245779774,-0.14255722983790908,2.0110056631390365,0.977587114172596
2.3711814233812234,0.49485413502838654,0.01507923764697576,-0.14258552809893074,2.00383318884898,2.4067201005651597,0.5100500228557181,0.022342487993533448,-0.14256990040447695,2.016897215065381,0.9737224034060555
2.3695440777277543,0.49340936693094545,0.015181009042060982,-0.14259464457883672,2.003548185704118,2.4046977158133864,0.5154742518215315,0.021477633897858027,-0.14253628958483397,2.010282620188756,0.9774654087612481
2.3699863239870234,0.49421316890393274,0.014687998820159394,-0.142602484104997,2.0036869372351696,2.396757229563756,0.5118734661850806,0.020122724221953263,-0.1425479861861425,2.0073093567615987,0.9806918981266542
2.3714956509864935,0.494950472298315,0.01545478529849295,-0.1425920583434024,2.0036851268703653,2.3925166569703014,0.5086975458384124,0.021844419745406924,-0.1425590334772782,2.0045326178800975,0.9766357842972262
2.3682982881190413,0.49240710371631685,0.01470391427056264,-0.1426064927699202,2.0037945246292375,2.3906773776872785,0.5046173528576574,0.02353247739462706,-0.14255025877174757,2.0050773169695626,0.9770273979763869
2.3674350027310647,0.4912008511818061,0.015111910084546622,-0.1426104206149861,2.003730127366923,2.3890721386487885,0.5029903619283762,0.02297960556427074,-0.1425265138594535,2.0056293749076537,0.9763144648981967
2.3668724965240995,0.4921458292815645,0.01364320112487017,-0.14261303917836335,2.0036977994239935,2.401477281647089,0.5083087533360113,0.01985956647435542,-0.1424780410514092,2.0157871832520686,0.9784012132553225
2.3666120626158635,0.4912936970338983,0.01410465018223908,-0.14261848643674688,2.0038325422901218,2.402355004709663,0.5142724508371196,0.022364925267284924,-0.14258067714970726,2.008299482629654,0.9794825940551933
2.3620292534262446,0.4874884718555515,0.01365859124620082,-0.14262900918217028,2.0035096507961465,2.3916206089317376,0.5061007380203716,0.018162804010630217,-0.14263641862440898,2.00999447076315,0.9816132401653346
2.364848250049656,0.48884411181433723,0.01470314850241451,-0.14262414382675948,2.00392732781879,2.3981999967678784,0.5040687939799424,0.02376524832795416,-0.14260654133826,2.0129724957982416,0.977215614794044
